root_tweet_id,thread_size,conversation,intent,annotation_notes
33195,7,"CUSTOMER: #alexaindia I am not able access skills from US !!! THIS IS A CRIPPLED SERVICE FROM AMAZON @121284

AMAZON: @123343 Apologies for the ordeal, Prince. Could you let us know what are the skills you're referring to? We'd like to check it. ^HD

CUSTOMER: @AmazonHelp Yeelight &amp; ewelink and the option for opting for US English

AMAZON: @123343 and we'll look into this. 2/2 ^KH

AMAZON: @123343 Sorry to learn that you're facing issues with echo. Please get in touch with us here: https://t.co/vlvfJr4nN9 1/2 ^KH

CUSTOMER: @AmazonHelp Yes, I got in touch still the issue is not resolved, they change my profile to US but it automatically changes to the indian server. grrr

AMAZON: @123343 Kindly share your details here: https://t.co/cQVomR1pWz and we'll check with this. ^KH",Product / Device Support,
171047,2,"CUSTOMER: @116316 Hi 😊 will you restock the 500GB playstation 4 at the 199€ price tag? It’s sold out 😕

AMAZON: @155896 At this moment we don't have information about when this product will be available again. Please keep an eye on our website :) ^SK",Other / Unclear,
2366252,4,"CUSTOMER: @115850 Amazon sell all used product so don't purchase any kinds of item from Amazon

AMAZON: @683076 Sorry about the inconvenience. Please connect with our support team here: https://t.co/vlvfJr4nN9 and they'll assist you regarding this. ^NR

CUSTOMER: @AmazonHelp So why you have charged 1st hand products I want to say to all customers don't purchase any item from Amazon

AMAZON: @683076 Certainly not the kind of experience we'd want you to have. I'd like to take a closer look at this. Please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^SM",Payment / Billing,
2452117,4,"CUSTOMER: My current prime membership is expiring on May, 2018. Can I buy membership for one more year now? @115850

AMAZON: @132741 As you're having an active Prime membership, you'll only be able to renew it once it expires or is about to expire. ^SM

CUSTOMER: @AmazonHelp So can't renew now?

AMAZON: @132741 I'm afraid until the membership expires you'll not be able to renew. ^SG",Prime Membership,
584606,2,"CUSTOMER: @257954 last night I placed my order for Meet me at 10. Amazon says it should arrive in the post Friday. I am so excited for this book. 😀📚

AMAZON: @257953 Hey! I am glad to hear that happy reading! ^HS",Order Management,
2161830,2,"CUSTOMER: Amazonから配達が完了しましたって通知きたけどぜんぜん完了してないんだけどw
俺の荷物はどこ行ったw

AMAZON: @634820 ご心配をおかけしております。
メール便の場合、ポスト投函で配達完了となります。ポストをご確認いただいても問題が解決しない場合は、お手数ですがカスタマーサービスまでお問い合わせください。https://t.co/J6YEizo6qC　MH",Damaged / Wrong / Missing Item,
393575,2,"CUSTOMER: @115850 I had ordered a product at 600 in lighting deal but the same product is available at 400 in retail shop but so I want to return

AMAZON: @209219 I understand. However, we don't accept remorse returns. Appreciate your understanding. ^HA",Return / Refund,
527746,2,"CUSTOMER: @115850 WORST ONLINE WEBSITE.ORDERED SOMETHING. DELIVERED SOMETHING ELSE. THIS HAPPENED 4th TIME.ORDER ID 4__credit_card__ #AMAZON CHEATS

AMAZON: @242163 I'm sorry that you received an incorrect product. Kindly fill in your details here: https://t.co/beaaDlIL5C and we'll get back to you with an update. Please don't provide your order details, as we consider it to be personal info. Our Twitter page is public.^AU",Damaged / Wrong / Missing Item,
279196,4,"CUSTOMER: .@115821 @AmazonHelp please help I’ve two 1500 word essays due this week https://t.co/LlQ2EmnjDx

AMAZON: @182579 Hmmm, what are they on? ^BM

CUSTOMER: @AmazonHelp Please help a brother out 🙏🏼

AMAZON: @182579 Ouuf tough. Hmm, well we can't write them..we would like to help in our own way, can you fill this: https://t.co/tkLCr7DNil ^NV",Other / Unclear,
2284884,2,"CUSTOMER: @AmazonHelp why amazon key won’t work in Chicago. Drivers rude, don’t deliver to the right 🚪, won’t shut gate after delivery. Don’t  trust them with access to our yard, much less int bldg. just now, driver threw package at me and said “ur momma”.

AMAZON: @663968 This is definitely not the service we strive to provide, Lynda! I'm so sorry this happened to you. Can you please let us know who the carrier was for your order? If you are unsure, you can check: https://t.co/Y5jpI9gRhE. Please let us know! ^KJ",Delivery Issue,
498492,4,"CUSTOMER: I am getting a little tired of @115821 shipping high $$ items by slapping a label on the retail box. 2 weeks ago it was a $200 headphone today a $180 sound card. but a $12 pet comb, that gets a box and bubble wrap.

AMAZON: @233997 Thank you for that, your feedback is valuable to us.  Please tell us more here: https://t.co/TH7UAFZey5 ^CH

CUSTOMER: @AmazonHelp What makes it even worse is this is a Christmas gift.
How the hell am I supposed to gift something that looks like this. https://t.co/iE9mcE1fjg

AMAZON: @233997 We understand the inconvenience, some items ship without an outer box. See our help page: https://t.co/Orkm1B6v47 ^BD",Damaged / Wrong / Missing Item,
1368957,4,"CUSTOMER: @136314 why can't my Echo Dot find Prime playlists any more? It's very frustrating as playing them is the main thing I use it for.

AMAZON: @438644 I'm sorry for the trouble! Have you gone into settings and check the history to see what was heard? ^GL

CUSTOMER: @AmazonHelp It shows it correctly in settings &amp; includes it in the response, e.g. ""I don't see the playlist Relaxing Classical in your music library""

AMAZON: @438644 That's odd! Let's take a further look into this with you in real-time here: https://t.co/JzP7hlA23B ^ML",Product / Device Support,
1104393,9,"CUSTOMER: @115850 order number 402-2086510-5671522 as per support you confirmed me 15% cashback (rs450) but I have not yet received it. 7 days over https://t.co/j4NCQii05N

AMAZON: @380619 I'm sorry you haven't received the cashback yet. I'd like to look into the issue and resolve it as soon as possible. 1/3 ^SH

AMAZON: @380619 Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 3/3 ^SH

AMAZON: @380619 Please provide your details here: https://t.co/4cq1MRVbf6 and I'll get back to you. 2/3 ^SH

CUSTOMER: @115850 I left you a DM.. reply ASAP.. I can’t send an email since my account is only link to a mobile number

AMAZON: @380619 Also, fill in your details in the link shared earlier and we'll reach out to you soon. (2/2) ^AS

AMAZON: @380619 We won't be able to access your account over Twitter.  Please add an email to your account. (1/2) ^AS

CUSTOMER: @115850 Update the info in the link provided

AMAZON: @380619 We have received your details, we'll get back to you shortly. ^MD",Promotion / Gift Card / Credit,
132588,2,"CUSTOMER: @AmazonHelp why can’t I order a switch with Mario odyssey???!

AMAZON: @145913 Sorry to hear about this. What happens when you try to order it?^PK",Order Management,
2647210,2,"CUSTOMER: @AmazonHelp I made a prime now order to be delivered 8pm-10pm, no sign as yet and you’ve blocked my number so I can’t call Cust Serv or the driver. Help please!

AMAZON: @746870 I'm sorry your order hasn't arrived! We're unable to view your PrimeNow orders via Twitter. We'd still love to help! Please contact us by phone or e-mail for any information regarding your order here: https://t.co/KI9cbOSo3b ^LR",Delivery Issue,
109966,2,"CUSTOMER: Think twice before give them your credit card and shopping @115821 you'll risk having your account hacked, their customer service, which happens to be in the Philippine is incompetent and unhelpful. You're left waiting &amp; when you get someone they don't understand anything you say

AMAZON: @140408 
I am so sorry for the trouble, Bianca. We are here to help! Have you received an email from our account specialist? ^SC",Account / Access / Security,
2262990,4,"CUSTOMER: @115821 don’t tell me I got guaranteed delivery and then change the date the day I’m supposed to get everything 😤

AMAZON: @229000 I'm sorry to hear about this! Have you received an e-mail regarding any type of delay? ^VB

CUSTOMER: @AmazonHelp Nah the tracking just said its coming tomorrow instead 🤷🏻‍♀️

AMAZON: @229000 Yikes! I'm sorry that happened. Please keep us updated on your package delivery. We're here to help! ^LL",Delivery Issue,
2935170,2,"CUSTOMER: Amazonの勝手にキャンセルされるやつなんなの？？？？まじでキレそう

AMAZON: @811524 失礼いたします。当サイトからのキャンセルについてお知らせメールをお受け取りでないでしょうか。こちらより内容をご確認ください。https://t.co/OhOTwU4mp2 内容にご不明点があれば、お手数ですが、カスタマーサービスにお問い合わせください。https://t.co/p5QuRsM072 RI",Order Management,
1762345,2,"CUSTOMER: Wonder why we pay for @115830 Prime when items are scheduled to be delivered 3 days after we order (Prime Items) &amp; still don't get here!

AMAZON: @230637 Oh no! I'm sorry for the wait! Have we missed a delivery date given in your order confirmation e-mail? ^MH",Delivery Issue,
2467941,4,"CUSTOMER: @116875 requiero ayuda para recuperar mi cuenta, ya que dice que está bloqueada.

AMAZON: @706117 Hola, Gerardo. ¿Nos podrías comentar, si has recibido un correo electrónico con indicaciones para desbloquear tu cuenta de nuestro departamento Especialista en Cuentas? ^AA

CUSTOMER: @AmazonHelp No, me aparece que al iniciar sesión dice que los pedidos están pasados por actividad sospechosa y fue bloqueada la cuenta, y pide subir un estado de cuenta para verificar mi identidad

AMAZON: @706117 Gerardo, ¿puedes revisar tu bandeja de correos no deseados"" para verificar si los especialistas de cuenta te han mandado las instrucciones? ^LC",Account / Access / Security,
175382,2,"CUSTOMER: @AmazonHelp placed an order earlier with you but haven’t received confirmation yet you have taken payment. It’s a digital download so should have been instant....

AMAZON: @157186 I'm sorry for the delay in receiving your product. As we don't have account access through Twitter. Please contact us by phone or chat here: https://t.co/hApLpMlfHN ^RR",Digital Content,
2831592,2,"CUSTOMER: Anyone else have problems with ordering an item from @115821 through Prime &amp; it not come within two days? Almost ev……

AMAZON: @303622 Hi, I am sorry to hear that you have been experiencing delays, without going into personal account information could you tell us more about this please? ^HS",Delivery Issue,
31399,2,"CUSTOMER: @115850 y not ship Amazon pantry to all cities n towns.. v don't mind getting it in 3-4 days.

AMAZON: @122921 I'll be sure to share your comments on this as feedback with the team. ^OS",Delivery Issue,
435671,5,"CUSTOMER: @AmazonHelp  https://t.co/g0ATo9RCaW

AMAZON: @218491 I'm sorry for the ordeal you went through. I'd like to assist you with this, kindly drop in your details 1/2 ^EM

AMAZON: @218491 here: https://t.co/beaaDm0muc and I'll look into it right away. 2/2 ^EM

CUSTOMER: @115850 today we get DELIVEY of dell laptop. But we need out GST number on invoice. But this guys refuse. registered on amazon business

AMAZON: @218491 I understand your concern. Please connect with us here: https://t.co/TK4yevTaND, we'll assist you. ^NR",Payment / Billing,
2835720,8,"CUSTOMER: Amici di @120540 ho finito il tè e sono troppo cybermonday per uscire di casa a pigliarlo. Mi serve entro le 17 a Monza. Pago bene (cioè no, pago il giusto). Con fettina di limone, grazie!

AMAZON: @789308 Possiamo prenderlo insieme! 😉 ^MP https://t.co/xcG0Tlfm9n

CUSTOMER: @AmazonHelp Vengo io o venite voi? Io ho il costume da mattoniglio a lavare però.

AMAZON: @789308 Nessun problema, lo portiamo noi! 😉 Hai già completato l'ordine? 🤔 ^LF

CUSTOMER: @AmazonHelp Lo sapevo che c'era la fregatura. :(

AMAZON: @789308 😣 Non volevamo fregarti ma inviarti una piccola sorpresa, tramite questo link: https://t.co/YqSLjWcfCa. Accetti? 😃 ^AP

CUSTOMER: @AmazonHelp Ho appena concluso due ordini su Amazon. Se mi infilate nella scatola un unicorno siete perdonati.

AMAZON: @789308 vediamo cosa possiamo fare! 😜🦄 Hai cliccato sul link fornito prima? ^AP",Other / Unclear,
1616271,4,"CUSTOMER: Seriously guys!? @115850 @AmazonHelp @123644 @115821 #Amazon https://t.co/RTxTqYOS3T

AMAZON: @495663 Seller fulfilled items are dispatched directly by sellers. These items are indicated by the message ""Sold and fulfilled by a seller. Also, the delivery charges are decided by the sellers. I'll be sure to pass on your feedback. ^AK

CUSTOMER: @AmazonHelp I’m not talking about delivery charges but the MRP rates. Even though seller indicates this doesn’t it mean you validate this stuff?

AMAZON: @495663 Kindly go through the link for more information here: https://t.co/iYcwguAaKb ^AK",Payment / Billing,
708564,2,"CUSTOMER: @AmazonHelp no lie, no mail, no business

AMAZON: @289385 We'd love to help! Without adding personal/account information can you please tell us more about what's going on? ^ME",Other / Unclear,
2281073,2,"CUSTOMER: @AmazonHelp Would Amazon price match a deal on Amazon fresh with a code? As Amazon fresh is not available in my area :/

AMAZON: @116919 Hey there, thanks for asking. Our price matching information can be found here: https://t.co/11x1L1vgRn ^DW",Promotion / Gift Card / Credit,
1986386,2,"CUSTOMER: Dear @119625 #thupparivaalan is playing with telugu titles and tamil voice..!!

AMAZON: @588007 Apologies for this ordeal, Dwipad. Thank you for flagging this. We'll have this checked internally. ^HD",Promotion / Gift Card / Credit,
257712,2,"CUSTOMER: @117795 will I be able watch Thursday night football on prime if I live in Massachusetts

AMAZON: @177303 You sure will! Kick-off begins at 8:25 ET. Watch (or add to Watchlist) here: https://t.co/r6FkgwLNtJ ^MB",Digital Content,
857751,2,"CUSTOMER: @129773 Hi.  I received an email, as a Prime Customer, for £15 off a Fire Stick, yet the promotional code WASN'T on the email? Help!

AMAZON: @323704 I'm sorry for the frustration! When you have time, please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^AC",Promotion / Gift Card / Credit,
2347811,2,"CUSTOMER: @AmazonHelp how many days are there in two day shipping? Says 2 day, but wont deliver until nov 20th, its nov 13th https://t.co/P33RlqLOCk

AMAZON: @172818 Hi, Ariana! If the item you're ordering is out of stock or unavailable to ship immediately, the shipping method time starts when the item ships. For example, it will take two business days after an item ships to reach you with Two-Day Shipping. Have a great day! ^DA",Delivery Issue,
2556530,4,"CUSTOMER: @115850 @AmazonHelp renewed my PRIME membership on Day1, still haven't received ₹500 as #PayBalance... https://t.co/PraN2uryLK

AMAZON: @146170 That is unusual, Prasanna. My apologies for the issue with the cash back. Please reach out to us via: https://t.co/Xbdj6hyTTm and we will have this checked. ^KS

CUSTOMER: @AmazonHelp Contacted on the support page; a week gone but still no reply from @AmazonHelp ...
Still no Cashback credited

...

AMAZON: @146170 Apologies that we haven't received enough support from our team, please share your details here: https://t.co/beaaDm0muc and we'll look into it for you. ^SU",Promotion / Gift Card / Credit,
27392,2,"CUSTOMER: @120474 Nooooo!!! Why is this happening when I haven't booked any tickets yet?? For Morrissey at Brighton! 😡😡 https://t.co/sDZX5bifT6

AMAZON: @122001 Sorry to see this. Please reach out to us here: https://t.co/WTB5N3xs37 and we will look into this. ^PK",Digital Content,
455460,2,"CUSTOMER: @115821 @115851 Alright. Your delivery guys are beginning to outright lie. And you want us to give them codes to our homes? @128511 @223118 https://t.co/e0KjbniMH0

AMAZON: @223117 I'm sorry to hear about this negative experience! Have you received this package yet? Also, which carrier was assigned to deliver this package? You can find this information under tracking details here: https://t.co/q4LAMYLRN4 ^JS",Delivery Issue,
273622,3,"CUSTOMER: @13889 I own an LG so called smart TV. Totally disappointed that I can't play @115850 prime video as it doesn't support flash

AMAZON: @181369 Could you please let us know more details regarding the model of the TV? (2/2)^AP

AMAZON: @181369 You can watch Prime Video on 2015, 2016 and all latest smart TVs from Samsung, Sony, and LG. (1/2)^AP",Digital Content,
2613295,4,"CUSTOMER: Amazon sends Out for Delivery notifications way too early. 

Meanwhile, the customer (in this case, me): https://t.co/XL2Imnu3B8

AMAZON: @738806 We love keeping our customers posted. On a serious note, if your item is not delivered to you by end of the day. Let us know and we'll take care of it. ^AM https://t.co/9PULM8V1JE

CUSTOMER: @AmazonHelp Got it a few minutes ago. Thank you :)

AMAZON: @738806 Thank you for the confirmation regarding the delivery. Please feel free to get back to us for further concerns. ^BV",Delivery Issue,
2159324,6,"CUSTOMER: @115821 @115850 I ordered one product on November 5, but still it has not been dispatched. Why so much delay in shipping a product?

AMAZON: @366798 Orders are dispatched to meet the estimated delivery date. Did we happen to miss? Do let us know. We'll be glad to help. ^AR

CUSTOMER: @AmazonHelp @115821 @115850 Yes you happened to miss consecutively second time. What happened to your promise. Today is 14th and product is still in transit. Why do you fool customers with delivery dates?

AMAZON: @366798 I apologize for the inconvenience this delay caused. May I know if you reported this to our support team through the link provided earlier? ^EM

CUSTOMER: @AmazonHelp @115821 @115850 Yes reported and contacted via call so many times but everytime false assurances.

AMAZON: @366798 Apologies for the hassle. I'd like to help you with this, kindly drop in your details here: https://t.co/GIJyeYqKE0 and we will look into this. ^AH",Delivery Issue,
671803,6,"CUSTOMER: @115851 @30882 @AmazonHelp. Oh well, surprise still no contact &amp; total waste of time. The ship is certainly sinking &amp; you couldn’t care less about your so called “Delivery Partners” or the families they provide for! 😡👎🏻

AMAZON: @280281 Hi Colin! Did you fill out the form provided by Kim? Did you receive an update via email? Be sure to check your spam folder.^CN

CUSTOMER: @AmazonHelp Yes I did and once again a total waste of time. 2nd standardised email from the company. Absolute shambolic

AMAZON: @280281 What was advised in the email?^CN

CUSTOMER: @AmazonHelp Same rubbish that we always receive:
My name is Tibi, and I am a member of the Amazon Flex Support Team. Jeff received your e-mail and requested that we research this issue and respond on his behalf. I will be sure to update their office on this correspondence. 

😡👎🏻

AMAZON: @280281 Hi Colin, that doesn't sound good please follow this link: https://t.co/tkLCr7DNil and fill out form and we will be in touch. ^HS",Other / Unclear,
1193930,2,"CUSTOMER: Dear @115821 please learn how to ship softcover books in a way that they don't always arrive destroyed.  Amazon.jp does it.  Kaythxbye

AMAZON: @400539 I'm sorry to hear this! Please help us improve by linking this feedback to your specific order: https://t.co/symjp6Dcys^BH",Damaged / Wrong / Missing Item,
2298182,4,"CUSTOMER: @AmazonHelp i had given wrong   information 6 times from your cousmter support and no cashback has been reflected from your side as promise  .That what amazon stand for and thats who making amazon ""apni dukan""  shop with no commitment and no tusrt

AMAZON: @667121 We apologize for that. I'd like to check what went wrong. Could you please share your details here : https://t.co/beaaDm0muc? ^PR

CUSTOMER: @AmazonHelp still there were no respond from your side neither a message neither a call or anything else...that's how amazom keeps the promise

AMAZON: @667121 Apologies for the delay. Could you please confirm if you've shared the details in the link provided above? ^MO",Promotion / Gift Card / Credit,
1300529,2,"CUSTOMER: @120169 
@115850 
My email: __email__
Mobile: +91 7389938255
Please expedite the needful.

AMAZON: @333870 Also, as this is being the social platform, please don't provide order details, as we consider it personal information.^HR",Other / Unclear,
2643640,3,"CUSTOMER: @AmazonHelp what about resolution till today is 31 AND NOW AGAIN EXCUSES

AMAZON: @716386 Sorry for the delay. We can't gain access to your account via Twitter. Please reply to the email you've (1/2) ^KA

AMAZON: @716386 received from our team and we'll get back. (2/2) ^KA",Other / Unclear,
2553941,4,"CUSTOMER: Bjr @AmazonHelp pk  2 articles commandés en même temps (2 commandes différentes) ne sont pas expédiés en même temps, la commande la plus récente est déjà expédiée alors que l’autre est encore en « pas encore expédiée »? Membre prime, j’aimerais recevoir mon colis à temps (demain)

AMAZON: @725321 Bonjour, sSi les articles ne proviennent pas du même centre d'expédition ou non pas la même disponibilité, ils ne peuvent pas être regroupés dans le même colis. ^ASZ

CUSTOMER: @AmazonHelp Je peux avoir une info denquand le colis sera expédié ? Commande 
406-3350171-8489123 . Merci d’avance :)

AMAZON: @725321 N'ayant pas accès à votre compte client depuis Twitter, vous pouvez joindre notre service client afin que l'on puisse effectuer les vérifications nécessaires à ce sujet s'il vous plaît. ^SA",Delivery Issue,
1227997,3,"CUSTOMER: @122951 @118702 thanks you both guys.@115850 you  canceled my orders I have purchased from them. TQ #no_to_amazon #be_Indian_buy_Indian https://t.co/17eRXaVLz6

AMAZON: @408094 Sorry to know about the cancellation of your order. Request you to reply to the (1/2)^SQ

AMAZON: @408094 email from account specialist team and our team will work on it. (2/2)^SQ",Order Management,
182875,2,"CUSTOMER: @10250 Tempted to upgrade from my Oneplus2 to Honor8Pro, Thanks 2 Amazon Sale it's available at 27k. Thoughts between Oneplus5 &amp; 8Pro?

AMAZON: @159024 @10250 We know the feeling @115850 https://t.co/I0DYPTOG6q",Other / Unclear,
813276,2,"CUSTOMER: @116618 Can I get a free trial?

AMAZON: @313798 Hey, check out https://t.co/vvIMqF7Auw &amp; click the “Start your 30-Day free trial” button on the right. Hope this helps! ^PF",Prime Membership,
324339,2,"CUSTOMER: @115850 #apanidukaan #bewakoofbananeki dukaan https://t.co/NFtmFA8PtU

AMAZON: @181609 I'm sorry for the delay, Nitesh. Could you confirm contacting our support team here: https://t.co/T6y6Xlutbs? ^VN",Other / Unclear,
2200766,6,"CUSTOMER: @AmazonHelp Amigos ayer hice un pedido con envío de 1Día y aún no se actualiza donde dice el Transportista

AMAZON: @143739 Hola Arath, ¿cuál es la fecha estimada de entrega que se te brindó en el correo de confirmación del pedido? ^KS

CUSTOMER: @AmazonHelp Adquirí el Envío al siguiente dia ( Hoy Domingo)

AMAZON: @143739 Comprendo. ¿EL producto es vendido directamente por Amazon o por un vendedor tercero? ^DB

CUSTOMER: @AmazonHelp Por Amazon México

AMAZON: @143739 Gracias por la información. Por este medio no tenemos acceso a tu cuenta, para verificar el estado del paquete puedes ponerte en contacto directo con Soporte al Cliente por medio del siguiente enlace: https://t.co/XrMDSgEmbN
^DB",Delivery Issue,
986388,6,"CUSTOMER: Hey @AmazonHelp der Vorbesteller Code für Gran Turismo wo man 500000 Credits und das Europe und American Car Pack bekommt ist immer noch nicht bei mir angekommen. Ist das normal?

AMAZON: @353769 Wann hast du denn bestellt? Und hast du alle Aktionsbedingungen eingehalten? https://t.co/oYQPJj2N4J Liebe Grüße ^MF

CUSTOMER: @AmazonHelp Habe am 14.10 bestellt und alles beachtet

AMAZON: @353769 Okay! Solltest du bis Montag keinen Code erhalten haben, melde dich bei unserem Kundenservice: https://t.co/cDHy5WiCek ^MF

CUSTOMER: @AmazonHelp Okay! Dankeschön!

AMAZON: @353769 Gerne :) ^NW",Promotion / Gift Card / Credit,
230217,2,"CUSTOMER: Amazonプライム会員になりまぢた

AMAZON: @170846 |´-`)ﾁﾗｯ　プライムのご登録、ありがとうございます！色々な特典がございますので、ぜひご活用くださいませ m(_ _)m
プライム特典一覧 : https://t.co/JVlaJGORZx HM",Prime Membership,
2447443,2,"CUSTOMER: ah, yes, exactly what a new comic book looks like. thx @115821 for yet another damaged book. now i get to waste my time returning it. https://t.co/UPStkHMhM0

AMAZON: @141453 I'm so sorry your book arrived damaged! We'd love to help you out with this! Have you had a chance to reach out to us via phone to go over all available options? ^AR",Damaged / Wrong / Missing Item,
2630027,2,"CUSTOMER: @116875 fatal el servicio de entregas de @178440, la entrega se debió haber hecho ayer y tienen el paquete atorado en su centro de distribución desde ayer en la mañana; nadie puede decirme la razón o cuando se va  a hacer la entrega. Cambien de proveedor por favor.

AMAZON: @742715 Hola Arnold. Lamento mucho el retraso de tu paquete. ¿Anteriormente has contactado con el transportista para verificar si hay algún inconveniente o dato faltante en la dirección de entrega?",Delivery Issue,
1791187,9,"CUSTOMER: @115850  @AmazonHelp @132995: No benefits of having a prime account :( when they will reschedule your 1 day delivery to 4 day!! Sad part!! https://t.co/eCusnysdYq

AMAZON: @536642 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. 2/2 ^AH

AMAZON: @536642 I understand your concern regarding the delivery of your product. We have responded to your query here: https://t.co/Gz8MQygMam, please check and share your details. We will look into it. 1/2 ^AH

CUSTOMER: @115850 @AmazonHelp @132995 I don't know what kind of services amazon is providing to its prime customers!!.
Really disappointed.. What is the point of 1day delivery please clarify..

AMAZON: @536642 This might be a miss, Dhadwal. However, we would like to look into it. Please drop in your details in the link provided earlier here: https://t.co/Gz8MQygMam and we will help you. ^AH

CUSTOMER: @AmazonHelp Already dropped the details still no action taken from your side. 
I don't know why amazon is unable to deliver on deadline.... I have a dependency on this...
Kindly understand this and provide resolution on this...

AMAZON: @536642 I have checked it from our end, we haven't received your details. Request you to please share via the link above and we will get this sorted at the earliest. ^VH

CUSTOMER: @AmazonHelp I don't understand if amazon is unable to provide 1day delivery on weekends then why amazon is claiming the same. It is a Gift for someone who has come from other state.
#AmazonIndia #OnePlus5T #oneplus 
kindly understand the situation. Without even calling amazon is delaying https://t.co/8zhw8htNSz

AMAZON: @536642 I see that we have sent a correspondence to you here: https://t.co/8DAc10S7ww. Kindly check and reply to the email for further assistance. ^RI",Delivery Issue,
2227063,2,"CUSTOMER: What do you do when @115830 Prime says one day delivery but doesn't actually deliver in one day?

AMAZON: @650081 When was the expected delivery date on your confirmation email? What does your tracking currently say:  https://t.co/aaDyEz1VgE ^MI",Delivery Issue,
2849123,4,"CUSTOMER: @116875 no da opción a pagar en caja de tienda de conveniencia con un código, como anuncian ... https://t.co/HurA4mlBje

AMAZON: @792295 Hola Mabel. Disculpa, ¿te refieres a pagar con AmazonCash o algún otro método de pago? ^DB

CUSTOMER: @AmazonHelp Si, amazoncash

AMAZON: @792295 Hola, Mabel. Te recomendamos revisar la información que aparece en este enlace acerca de cómo funciona Amazon Cash: https://t.co/23YfyuCUN8
^CB",Payment / Billing,
180588,2,"CUSTOMER: Thanks @115850 for bringing such an amazing deal InFocus Turbo5plus For 8499 wow can't wait to buy it https://t.co/iG6FROxYty

AMAZON: @158458 We're glad to know that. Please stay tuned for more offers. ^NK",Promotion / Gift Card / Credit,
1575623,2,"CUSTOMER: hi @AmazonHelp i sent you a dm because i received my order but the product was missing

AMAZON: @485516 Thanks for reaching out! We've responded to your dm. ^JN",Damaged / Wrong / Missing Item,
306598,9,"CUSTOMER: @AmazonHelp haven't received my refund. 24hrs pased.! Chek dm. I'm sharing the order details.

AMAZON: @189200 Sorry to know about this delay. Please reach us from here: https://t.co/rS49hgaADF we'll look into this and assist. ^SV

CUSTOMER: @AmazonHelp Already informed the team. But haven't received my refund

AMAZON: @189200 I get your concern. A refund is processed, once the returned product is delivered at our fulfillment center/ seller. (1/2) ^SV

AMAZON: @189200 Please refer here: https://t.co/befhGrMEp3 for more info about our refund timelines. (2/2) ^SV

CUSTOMER: @AmazonHelp How much time it will take?

AMAZON: @189200 The product may take 5-7 days to return to our center, request you to wait till the same. Appreciate your patience. ^SQ

CUSTOMER: @AmazonHelp But Amazon team said that the refund will b provided In 24 hrs. After cancellation of product.

AMAZON: @189200 Could you please confirm the payment method used for the order? ^SQ",Return / Refund,
2009973,4,"CUSTOMER: Wenn @124285 und @122924 zuverlässiger sind als das hausinterne Logistikunternehmen von @116316 , heisst das: #Prime kündigen!! #sauer

AMAZON: @594351 Was ist denn passiert? ^AN

CUSTOMER: @AmazonHelp Und alle gingen übers hausinterne Logistikunternehmen. Meine Tochter ist 4 Wochen alt, da kann ich halt nicht ständig selber losfahren 2/2

AMAZON: @594351 Oje, so sollte das nicht laufen. Melde dich bitte bei uns im Social Media Team: https://t.co/OrmRHrb4p9 Wir leiten das weiter. ^KM",Delivery Issue,
2306302,4,"CUSTOMER: Rly @115821? The #Prime player is buggy af. Watch history is always messed up across devices. You may should ask @22687 kindly for hlp 😆

AMAZON: @669086 Which devices are you using? ^KM

CUSTOMER: @AmazonHelp 1. Windows PC (/wGoogle Chrome)
2. Android Smartphone (/w Android 8.0+)
History sync ignoring like every 5th view. You've to skip manually.

AMAZON: @669086 Okay - please contact our customer service via: https://t.co/ohyvGrpvrY They will have a closer look. ^NW",Digital Content,
2279685,4,"CUSTOMER: @115850 will you give my money back.Or I start legal forgery case for loss.
No body respond for email now and exhausted with calls in your customer care. https://t.co/vOdzHP30ug

AMAZON: @153834 Apologies for the delay. Request you to share your details here : https://t.co/beaaDm0muc so that I'd check what went wrong. ^PR

CUSTOMER: @AmazonHelp This has been shared already.Please use my order no to check in your server.I am not stupid to repeat same story again to each of you . https://t.co/7ybNd9BJ3e

AMAZON: @153834 I'm sorry, we've not yet received your information. Kindly share your details again through the link provided earlier &amp; we'll look into it right away. ^EM",Return / Refund,
2614491,2,"CUSTOMER: Hoje é o dia em que a @117086 me mata de ansiedade 😬

AMAZON: @739087 😐! ^NP https://t.co/SK7rCkSl7J",Other / Unclear,
107270,6,"CUSTOMER: anyone having trouble with #Amazon  transactions not going through and not accepting password even if you done a reset @115830

AMAZON: @139823 I'm sorry to hear about the trouble, Tom! Just to confirm, have you received any e-mails regarding the status of your account? Please be sure to check spam/junk folders. Keep us posted! We want to help! ^SD

CUSTOMER: @AmazonHelp I've had no emails only the confirmation  emails that password has been reset and still doesn't let me log in just says incorrect password

AMAZON: @139823 At your convenience, please reach us directly via the following link. It will enable you to skip sign in so you can report this issue to us: https://t.co/8dJzrYeoGo ^BV

CUSTOMER: @AmazonHelp just received an email staying I have to send in Information of my address an so on  can you explain why this is? I've purchased from you  before with no hassle and now this?

AMAZON: @139823 We don't have access to accounts over Twitter. However, you can reply to the e-mail you received with any questions. ^AJ",Account / Access / Security,
