root_tweet_id,conversation,pseudo_intent
745984,"CUSTOMER: .@115821 - fix your site. Attempting to order and keep getting errors. Giving up. Don't want it that bad.

AMAZON: @253842 We'd like to help! What kind error messages are you seeing? ^ZW",Order Management
1427109,"CUSTOMER: @115850 Order dated 08-Oct-2017 is still not delivered. 
Order #406-3666940-2923557 When it will be delivered?

AMAZON: @403130 We'd like to have a look into this. Kindly report it here: https://t.co/2t6DQoUmNZ and our team will assist further 1/2 ^AB

AMAZON: @403130 Also, please don't provide your order details as its personal info. Our Twitter page is visible to the public. 2/2 ^AB",Delivery Issue
2613257,"CUSTOMER: He's part cat and part boy. Notice him playing in a small cardboard box. Thanks @115821 for the hours of entertainment. https://t.co/QPdKzm3C1J

AMAZON: @738797 If he fits, he sits! 😻",Payment / Billing
775422,"CUSTOMER: No order received legit amazon. https://t.co/V72dscSAEc

AMAZON: @305271 Thanks for reaching out. Here are some steps to try in situations like these: https://t.co/8TXJI9Z3Jo ^GG",Order Management
911579,"CUSTOMER: @215765 y Still My Courier Not Deliver.
Please Provide Reason for delay and when deliverAWB NO 5180700371394 @12339 @AmazonHelp

AMAZON: @293797 I understand your concern for your order delivery. Could you please confirm if we've missed the estimated (1/3)^SF

AMAZON: @293797 provide your order details, we consider it to be personal information. Our page is visible to the public. (3/3)^SF

AMAZON: @293797 date? You can check it here: https://t.co/8kseqaQRsN, keep us posted.  Please don't (2/3)^SF

CUSTOMER: @AmazonHelp Dont Paste Given Link bcoz its Link not working.. It is your responsibility to delivery products on time.

AMAZON: @293797 Kindly wait until the estimated delivery date. I'm positive the product will be delivered on time. Do keep us posted. ^AK

CUSTOMER: @AmazonHelp Hope...today deliver bcoz today estimated last day of delivery..

AMAZON: @293797 We request you to wait until 8 PM today for your order to be delivered. ^RS",Delivery Issue
2885660,"CUSTOMER: @AmazonHelp Is the Fire 7 price a special offer and if so when does it end? Thanks.

AMAZON: @800366 Hi! The Fire 7 is currently on sale. This is a limited time offer. ^BA

CUSTOMER: @AmazonHelp Do you know what date it ends on?

AMAZON: @800366 The current sale is part of our Cyber Monday Deals week. The Cyber Monday deals will continue throughout the week, but individual sales may be changed or removed throughout the period. ^GS",Payment / Billing
718367,"CUSTOMER: @120533  bonjour , je voudrais sa voir comment marche la procédure de réclamation , mon colis et marquer en livrer dans ma boite aux lettres , or c'est un clavier et n'est pas dans ma boite aux lettres 
Merci

AMAZON: @291995 Bonjour, désolée d'apprendre cela :/ le mieux serait de le signaler à l'équipe en charge via c elien  https://t.co/hgIrz98cdI ^SN",Payment / Billing
1357244,"CUSTOMER: Santa @117086 !!!
Estava atras desses livros há algum tempo!

Postei no stories eles separado,… https://t.co/BxD1VnUTR3

AMAZON: @436434 Olá Tiago! Qual deles você vai ler de primeiro? Ficamos muito curiosos! 🤔📚 ^JJ https://t.co/QJLmvkqcBB

CUSTOMER: @AmazonHelp Na verdade já estou lendo o ""Roube como um artista"", os outros tem que ler e treinar junto rs

AMAZON: @436434 Massa! Te desejamos uma leitura incrível Tiago! Abraço! ^JJ",Delivery Issue
1096724,"CUSTOMER: @115850 wanted to return your product. Scheduled a pick up and yet you pick up guy is arriving since 5 days. Help me out.

AMAZON: @378794 Apologies for the unpleasant experience. Kindly reach our support team: https://t.co/vlvfJr4nN9. We'll have it checked. ^GS

CUSTOMER: @AmazonHelp Can I give you the order ID. It was made by my sister from her account.

AMAZON: @378794 Twitter is a social media platform we'll not be able to access any of your account/order details. Kindly connect 1/2 ^SH

AMAZON: @378794 with our support team through the link provided earlier and we'll be happy to help. 2/2 ^SH

CUSTOMER: @AmazonHelp Thank you

AMAZON: @378794 You are welcome. ^MJ",Return / Refund
1065689,"CUSTOMER: @AmazonHelp Also eigentlich bestelle ich nicht Sachen vor, damit sie mir erst Tage nach Veröffentlichung zugestellt werden. :/ https://t.co/l1CympLFsm

AMAZON: @371612 Oje! Wann hast du denn bestellt? Lieben Gruß ^VM

CUSTOMER: @AmazonHelp Am 13.09. Geht an eine Packstation, möglich ist nur ""Standardversand"", auch bei erneuter Bestellung - warum? Habe Prime.

AMAZON: @371612 Da mit dem Standardversand so versendet wird, dass der Artikel zum Erscheinungstag ankommt. Daher ist keine Auswahl möglich. ^VM

AMAZON: @371612 Du kannst deine Bestellung gerne von unseren Kollegen im Kundenservice überprüfen lassen: https://t.co/ohyvGrpvrY Gruß ^VM

CUSTOMER: @AmazonHelp Ah. Aber warum steht dann in der Bestellung ein ganz anderes Datum?

CUSTOMER: @AmazonHelp OK, habe ich mal gemacht.

AMAZON: @371612 Schau mal: https://t.co/WRVO2gnBMc Erster Satz unter ""Einschränkungen"". Dann weisst du für die Zukunft Bescheid ^AS

AMAZON: @371612 Hab dir die Frage gerade schon auf Twitter beantwortet. ^AS

CUSTOMER: @AmazonHelp Versteh ich nicht ganz - das ist doch eine spezielle Versandt, die mir gar nicht zur Auswahl stand 😳

AMAZON: @371612 1/2 Welche Versandart stand dir nicht zur Auswahl? Hast du eine Packstation oder eine Abholstation als Adresse gewählt?

AMAZON: @371612 2/2 am Besten ist wirklich, due meldest dich über den Link von ^VM telefonisch bei uns. Dann kann man das 1:1 durchgehen. ^AS",Delivery Issue
2199192,"CUSTOMER: @AmazonHelp I expect return ASAP.

AMAZON: @643224 We always work towards getting faster resolution. Have a word with us using the link shared earlier. ^MJ

CUSTOMER: @AmazonHelp I already did that.

AMAZON: @643224 Could you let us know if the issue is still pending? ^SG

CUSTOMER: @AmazonHelp Yes. It's Still pending.

AMAZON: @643224 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB

CUSTOMER: @115850 it's been 8 days. What's wrong? I have requested for 3 times. This is very disappointing. https://t.co/nUcBOC4Mhx

AMAZON: @643224 Sorry about the delay with the return. Please connect with us here: https://t.co/9mwpIdOzZn and we'll get this sorted out. ^MS",Damaged / Wrong / Missing Item
530773,"CUSTOMER: Hein?! Vous n'avez pas l'impression d'abuser un peu @AmazonHelp ? Surtout que cette manette est vendu 149€ sur le site officiel de Microsoft 😑 https://t.co/YCpdfTf9Ig

AMAZON: @242934 Bonjour, pourriez-vous me communiquer le lien de l'article SVP ? ^SM

CUSTOMER: @AmazonHelp Bien sur! Je connais déjà la réponse... mais je trouve ça dommage que vous acceptiez que vos vendeurs puisse abuser autant sur les prix! Alors que vous êtes réputé pour justement être compétitif. https://t.co/2QUTsPLdxJ

AMAZON: @242934 Je comprends votre situation, mais sachez que les vendeurs Marketplace peuvent fixer les prix de leurs articles. Ces derniers ont également la possibilité d’ajouter des remarques sur les produits qu’ils mettent en vente permettant de justifier le prix. ^FT

CUSTOMER: @AmazonHelp Et où puis-je trouver la remarque concernant la justification de ce prix? J'ai beau chercher je ne la trouve pas! Du coup c'est dommage pour vous, plutôt que de l'acheter chez vous, je vais aller directement chez Microsoft 😜

AMAZON: @242934 J'ai remonté votre commentaire pour améliorer notre service.
^YL",Other / Unclear
1216270,"CUSTOMER: @116618 @127110 If I watch Netflix through Amazon it stalls but Ama/Net work fine in their own app. Trying to make Netflix look bad?

AMAZON: @405398 To confirm, what device are you using? Give these steps a try: https://t.co/IiOL0vFR6E and let us know how it goes. ^SJ",Product / Device Support
191496,"CUSTOMER: Boom! At last... @120533 @AmazonHelp thanks for the assistance https://t.co/FrQfjrXxAN

AMAZON: @155754 It 's always a pleasure to help an old school gamer, what will be the first game to play ? ^ME

CUSTOMER: @AmazonHelp I’m working so will be later 😉 mario...

AMAZON: @155754 Perfect ! Can I count on you to get back at me with some feedback 🎮 ? ^ME

CUSTOMER: @AmazonHelp Sure...

AMAZON: @155754 Thank you ^ME",Delivery Issue
1059616,"CUSTOMER: @115850 your customer care calling no. Is having technical glitch, line connecting to others instead of executive

AMAZON: @370188 Please get in touch with us here: https://t.co/vlvfJr4nN9 via phone, enter your number &amp; language, you will a call from us. ^BS

CUSTOMER: @AmazonHelp Not helping

AMAZON: @370188 I'd like to have a closer look on your concern. Please share your details here: https://t.co/GIJyeYqKE0 &amp; we will help you. ^BS",Product / Device Support
1252152,"CUSTOMER: @AmazonHelp defected product delivered, started using after the return policy  date, product is not as per the mark, please help. https://t.co/MLai5IJdRu

AMAZON: @413728 Sorry for the trouble you've had with the product. 1/2 ^MM

AMAZON: @413728 Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance. 2/2 ^MM

AMAZON: @413728 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MM",Delivery Issue
2827332,"CUSTOMER: @115830 I thought prime was next day not next 3 days 🙄

AMAZON: @787522 Hey, we are in a very busy period atm so some orders have a bit of extended delivery date. You can find more info about it here:https://t.co/RPacJSYMaH ^MA",Delivery Issue
2734027,"CUSTOMER: @116316 Ist es echt nicht möglich, die Telefonfunktion (und Kontakte) auf dem Echo meiner Oma einzurichten, wenn diese kein Smartphone besitzt?

AMAZON: @766298 Du benötigst ein Amazon-Konto um telefonieren zu können und der zweite Teilnehmer braucht ein Echo-Gerät.
Mehr dazu hier: https://t.co/Qtj95iXjxx
Falls weitere Hilfe benötigt wird, wende dich doch bitte an die Kollegen vom Echo Kundenservice: https://t.co/wWn0qM25US
^AM

CUSTOMER: @AmazonHelp Ich hab schon mit dem Kundenservice gesprochen. Die konnten mir auch nicht weiterhelfen. Unter dem Link ist auch nur die Rede von einem Mobiltelefon. Also nochmal meine Frage: Ist es tatsächlich nicht möglich, die Telefonfunktion des Echos einzurichten ohne ein Mobiltelefon?

AMAZON: @766298 Jaein. Du brauchst zur Verwaltung die Alexa App auf einem SMS fähigen Gerät (Handy, Tablet) um dich verifizieren zu können. Die Kommunikation läuft über Internet, und zwar zu einem anderen Echo Gerät oder einem anderen Gerät mit Alexa App. ^AS",Product / Device Support
695127,"CUSTOMER: @115830 Been in all day nobody has rang the Bell but at 15.10 get update its delivered at 15.14 There's no Parcel or Card in letterbox

AMAZON: @285786 Hey Mike, have you had a chance to check to see if your order has been delivered to a safe place or one of your neighbours on your behalf?^PJ

CUSTOMER: @AmazonHelp Where would i look ?

AMAZON: @285786 Can I ask for you to check the surrounding areas of your property and also check with your closest neighbours.^GA

CUSTOMER: @AmazonHelp I've checked that already I was in Front Room when sosay Delivery arrived &amp; saw nobody when notification came up on Tablet

AMAZON: @285786 If you aren't able to locate the package, we can look into your options with you here: https://t.co/qy3J24VGxb ^AF

CUSTOMER: @AmazonHelp Thanks i think it's a Scam by the Delivery Drive had same think last month it arrived 19.30 &amp; Nextdoor Card stuffed in Door

AMAZON: @285786 I can certainly understand any disappointment. At your earliest convenience, contact us using the link ^AF provided. ^LI",Delivery Issue
2817784,"CUSTOMER: 届いた(^○^)
Amazonは便利だなぁ(^○^) https://t.co/PdWNHCCnGa

AMAZON: @785456 ご利用ありがとうございました！またぜひご利用くださいませ～♪(*´∇｀*) TN",Other / Unclear
2697964,"CUSTOMER: @AmazonHelp Still no contact.. Great job!

AMAZON: @758067 Could you please confirm that you've shared your details in the link provided earlier? ^NR

CUSTOMER: @AmazonHelp thank you so much for non delivery of your product and declaring it as delivered. Nt the 1st time. Multiple complaints &amp; still no answers... Kudos. https://t.co/tL8Waru6uL

AMAZON: @758067 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. 2/2 ^MK

AMAZON: @758067 I'm sorry to know about the incorrect delivery status, Roger. I'd like to closely look into this and get this investigated further. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get in touch with you. 1/2 ^MK",Damaged / Wrong / Missing Item
485367,"CUSTOMER: @115830 delivery problems again and customer service isn’t being remotely helpful for the third time

AMAZON: @230474 I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with? ^ZW

CUSTOMER: @AmazonHelp No, your delivery team are incapable of just leaving a parcel. Ive has 3 different ideas from your support team but none have worked. The deliveries are just given to the nearest neighbour despite requests

AMAZON: @230474 I understand your frustration! We'd like to take a closer look into this situation. Please provide your details here: https://t.co/TD6uTBADWU. ^DG",Damaged / Wrong / Missing Item
83451,"CUSTOMER: E a @117086 nada de me enviar logo meu case do kindle :(

AMAZON: @134333 Oi Barbara! Você poderia nos indicar qual é a data prevista para a entrega? ^NP

CUSTOMER: @AmazonHelp Era pra ontem! :D Só que como não recebi codigo de rastreio, não sei o que houve :(

AMAZON: @134333 Barbara, por favor entre em contato com o SAC (https://t.co/Qzzg8y1LhY), eles poderão te ajudar ^VL

CUSTOMER: @AmazonHelp farei isso. Obrigada :D

AMAZON: @134333 Imagina! Caso precisar de alguma outra assistência, fico à disposição para qualquer esclarecimento. ^MB",Digital Content
649606,"CUSTOMER: @116928 buenas noches. ¿La cuota anual se paga tras los 30 días de prueba  o durante? Gracias.

AMAZON: @274421 Hola Angeles. ¿Podrías brindarnos más detalles, es sobre la suscripción a Amazon Prime? ^HC

CUSTOMER: @AmazonHelp Sí es por Prime y por tener saldo para el pago

AMAZON: @274421 Ángeles, la cuota se cobra una vez finalizada la prueba de los 30 días.
Puedes encontrar más información en el siguiente enlace: https://t.co/QYQXE0rvZk
^LC

CUSTOMER: @AmazonHelp Gracias. Saludos.

AMAZON: @274421 Con gusto Ángeles, recuerda que si necesitas de asistencia o tienes preguntas no dudes en contactarnos. 🙂❤️  ^NB",Delivery Issue
2966434,"CUSTOMER: @AmazonHelp so I’ve made the selections for same day delivery &amp; next day delivery on some items but I’m showing delivery time to be after these dates. It’s an inconvenience especially seeing that these are things that I needed quick &amp; it’s delivering like a regular prime purchase

AMAZON: @237202 I'm sorry for the trouble! There is more info on how Same Day delivery works:
https://t.co/385U68oDx3
^LL",Delivery Issue
725245,"CUSTOMER: @115850 @AmazonHelp I had ordered OnePlus5 on 28th June ‘17. I still haven’t receivedcashback of Rs. 1500 (SBI card offer). Please help!!! https://t.co/227y7N6DdC

AMAZON: @293719 I'm sorry for the delay. Please report this to our support team here: https://t.co/2t6DQoUmNZ for further assistance. ^RW",Payment / Billing
497258,"CUSTOMER: @AmazonHelp so I was under the impression that since I have Prime, that if its filled by Amazon that it would be 2 day shipping at most. Am I wrong?

AMAZON: @233664 Hi there! I'm sorry if your recent order was not eligible for Prime. Not every Amazon item is. When you do an item search, you can sort the results to show only Prime eligible. This help link explains it a bit better than I do: https://t.co/VfggAU44qH ^SP

CUSTOMER: @AmazonHelp It is eligible for prime and it says its going to arrive 12/8

AMAZON: @233664 Thank you for that information Randy. Prime Shipping refers to the transit time after your order ships, not after the order is placed. We always aim to meet the delivery date provided during checkout and in your order confirmation e-mail.  ^CH

CUSTOMER: @AmazonHelp That clears it up thank you

AMAZON: @233664 We're glad we could help! Have a good day! ^WT",Damaged / Wrong / Missing Item
470804,"CUSTOMER: Thank you @115821 for messing up my preorder of Xenoblade Chronicles 2 - no way in hell this is going to arrive today :(

AMAZON: @227095 I am sorry to hear this. Can I ask, what estimated delivery date was given to you on the confirmation email we sent when this order was placed please?^GA

CUSTOMER: @AmazonHelp Preordered the CE on 9/14, should arrive 12/1

AMAZON: @227095 What is the current status on the tracking?^CN

CUSTOMER: @AmazonHelp „has been announced“ (rough translation) since yesterday afternoon

AMAZON: @227095 We always aim to deliver orders by the date stated in the order confirmation email. Please let us know if it doesn't arrive today.^CN

CUSTOMER: @AmazonHelp Nope, didn’t turn up, just as expected… Now what? Also, package hasn’t moved in the slightest since yesterday afternoon.

AMAZON: @227095 Can you please confirm from which website was this ordered? https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA or any other? ^BD

CUSTOMER: @AmazonHelp .de

AMAZON: @227095 Welcher Transportdienst wird dir denn angezeigt? Am besten meldest du dich gleich bei den Kollegen im Kundenservice, damit sie deine Anfrage schneller bearbeiten können: https://t.co/1wtPYEzmKx ^LN",Delivery Issue
2490629,"CUSTOMER: #AmazonPrime used to be cool, now it's just a waste of time and money... packages dont get in on time and all we get is ""We Are Sorry"" in the mean time, I'm ordering more stuff from other websites #AmazonSucks ███ @115821

AMAZON: @711144 I'm so sorry you're having problems receiving packages! Are the delivery dates provided at checkout getting missed? ^VF

CUSTOMER: @AmazonHelp Yup, at least 10 times this year...

AMAZON: @711144 Are there any patterns or trends that seem to be connected with the deliveries? Are they all through the same shipper? ^MJ

CUSTOMER: @AmazonHelp USPS seems very unreliable... they have the most problems.

AMAZON: @711144 We'd like to make sure this issue is addressed and provide feedback to the carrier. When you're available, please reach out to us here: https://t.co/hApLpMlfHN ^TH",Delivery Issue
363714,"CUSTOMER: @115850 Why are false news posted in the app and put customers in trouble. This has created loads of hassles to me. https://t.co/pafXEVu5zH

AMAZON: @202193 The requested variant is currently not available with any of the sellers inventory.  Please stay tuned. ^YP

CUSTOMER: @202193 @115850 I dont think that is what we were expected as a reply amazon! Here the qsn is if u didn't have the product y did u promote it?????

AMAZON: @215585 Sorry for the disappointment. The availability of the products depends on the seller's inventory. (1/2) ^KA

AMAZON: @215585 However, I'll take this as a feedback and forward to the concerned team internally for a review. (2/2) ^KA",Product / Device Support
2615168,"CUSTOMER: @115830 is this box really necessary for a phone screen protecter!? Blue bins only get emptied once ever 2 weeks ... 🙄 https://t.co/PITvG22hkX

AMAZON: @739228 Hi Stace, apologies for the trouble this has caused. Please provide direct feedback regarding packaging here: https://t.co/fxgZ6hTrFA ^CN",Other / Unclear
343011,"CUSTOMER: caro sig. @120540 come faccio a disattivare l'abbonamento a prime video senza disattivare l'abbonamento a prime ? perché dal sito non è chiara la procedura

AMAZON: @197659 Prime Video è compreso nel tuo abbonamento ad Amazon Prime e non prevede costi aggiuntivi. Se non sei interessato al servizio, puoi semplicemente non utilizzarlo, senza bisogno di disattivarlo. ^EA",Delivery Issue
2600190,"CUSTOMER: ふはははは！
アマゾンで注文してやった！してやったぞぉおおおお！！！

AMAZON: @736054 ヽ(ﾟДﾟ)ﾉ!!
ありがとうございます！ありがとうございます！　MH",Other / Unclear
1416833,"CUSTOMER: @AmazonHelp prime order delivered incomplete.  i called 4x, spent 45 min on phone.  no resolution.  beyond frustrated.

AMAZON: @449289 I'm so sorry your order was incomplete! What information was provided from the representative you spoke with? ^QJ

CUSTOMER: @AmazonHelp and the person completing my order didn’t respond to my text because order was complete

AMAZON: @449289 I'm sorry for the trouble you've experienced! You can reach our Prime Now team by phone here: https://t.co/rxVeBmQUva ^BN",Delivery Issue
438907,"CUSTOMER: @AmazonHelp I've had a prime parcel that was supposed to be delivered Monday and is now no longer showing as out for delivery?

AMAZON: @219264 Sorry to hear this. What does the tracking advise now?: https://t.co/aaDyEz1VgE ^PK

CUSTOMER: @AmazonHelp I was told I would be receiving it this morning last night 2/2

AMAZON: @219264 Hmm- It may not have updated yet for this morning. Can you contact us via chat or phone here: https://t.co/JzP7hlA23B we ^NV",Delivery Issue
1741057,"CUSTOMER: Bravo @120533 pour la livraison de la #XboxOneX Day One... De pire en pire. M'en rappelerai pour mes prochaines commandes ! @129009

AMAZON: @525281 Bonjour, je suis désolé pour cela :\ Votre colis a-t-il été expédié ? Quel est le statut de la commande ? ^MH",Product / Device Support
140929,"CUSTOMER: Danke an @116316 !
Weil ich dieses Jahr noch nicht über 100€ bestellt habe, darf ich das Handy für 250€ nicht per Lastschrift bezahlen!

Find ich super!
#Kundenservice
#keinPrime

AMAZON: @147798 Leider können wir diese Entscheidung nicht ändern. Gründe hierfür: https://t.co/kkXAbASVDr Tut mir leid. Lieber Gruß ^TG",Delivery Issue
226382,"CUSTOMER: How can you pre-order a book with @115830 months in advance but they are only dispatching it 5 days after publication. @12349

AMAZON: @170040 Sorry about this. Did it miss the original delivery date? Was there a notification about any delay? We'd like to help. ^PK

CUSTOMER: @AmazonHelp I had to update my card details for some reason as my card had expired. But I had already updated it and made orders using the new card.

AMAZON: @170040 What delivery date were you advised when you placed the order? Has this date changed since? ^PK

CUSTOMER: @AmazonHelp It's still the same  date. Can't understand why a pre-order isn't dispatched on or just before publication. I needn't have pre-ordered.

AMAZON: @170040 Hi Karen, pre-ordering an item does not mean you will receive it on the day of release. The delivery date provided 1/2 ^TP

AMAZON: @170040 is calculated depending on many factors such as where the item is stored, the delivery method chosen etc 2/2 ^TP

CUSTOMER: @AmazonHelp So what is the point in pre-ordering anything?

AMAZON: @170040 HI, if you place a pre-order you will be emailed with a date for the delivery via email. What was the date you were provided?^CR",Delivery Issue
2964094,"CUSTOMER: @120540 Buonasera,sono cliente Prime dall’anno 2012. Ho acquistato moltissime cose.Da circa sei mesi il Vostro servizio di spedizioni non funziona:oggi mi dovevano recapitare 5 prodotti, e solo 2 lasciati al bar con mia moglie a casa l’intero giorno.Mi cancellerò quanto prima.

AMAZON: @236677 Ciao, mi dispiace molto per questo disguido! Se non l'hai già fatto, segnalalo al nostro Servizio Clienti da qui: https://t.co/SRCv7Vhkf3. I miei colleghi sono a tua disposizione per assistenza dalle 6 alle 24. Grazie e a presto! ^EA

CUSTOMER: @AmazonHelp Già fatto ma ho ottenuto un risultato: assolutamente no. Mi hanno risposto che per venerdì saranno consegnati, una settimana per avere dei prodotti già pagati e non due giorni lavorativi essendo cliente Prime. Pazzesco, assurdo e poco professionale.

AMAZON: @236677 Comprendo il tuo disappunto e mi dispiace. Da qui non posso verificare il tuo ordine, ma il nostro Servizio Clienti rimane a tua completa disposizione per qualsiasi ulteriore chiarimento: non esitare a ricontattarlo. ^EA",Delivery Issue
200202,"CUSTOMER: Apparently it takes many days to send out a #StarWarsBattlefrontIIBETA code... GG @AmazonHelp @115821 missed out on the first day thanks :/

AMAZON: @163211 I'm sorry you haven't received the code. Can you please let us know when you placed your order? ^AC",Order Management
2197905,"CUSTOMER: Amazonで予約してたもの、金欠になりそうだから取り消そうと思ったら取り消し出来ません。って、うぜぇ

AMAZON: @642914 おはようございます。Amazonです。
出荷準備を開始すると、注文のキャンセルができなくなります。
一度ご注文の状況含め確認のうえ、ご案内させていただければと存じます。
下記よりご連絡ください。https://t.co/bwBU0NvYIn TY",Other / Unclear
1604749,"CUSTOMER: @115850 Worst Experience, I wanted to utilize Amazon pay offer using load cash. but delivery agent not able to add cash, useless offer

AMAZON: @492253 I apologize for the trouble. Please report it to our support team here: https://t.co/vlvfJr4nN9 for more help with this. ^RS",Delivery Issue
2226355,"CUSTOMER: @115850 unable to order cod eligible product by cod.please help

AMAZON: @649905 I'm sorry to hear that you're unable to order via COD. Please note that due to certain courier restrictions Cash on delivery option is not available in some parts of India. Could you please help us with your are pin code? We'd like to check it. ^AM",Delivery Issue
1572991,"CUSTOMER: @115830 my parcel was not handed to me at 10 past 11 last night I was asleep! https://t.co/6r8I21X90I

AMAZON: @327562 Hi, this does not seem right. As we cannot access account info here, please reach out - https://t.co/JzP7hlA23B Keep us posted. ^TP",Account / Access / Security
2401220,"CUSTOMER: What did @115821 do to start screwing up deliveries? Go back to old way!

AMAZON: @675852 Sorry to hear this Ron - are you having issues with a delivery ? ^TD",Delivery Issue
2942018,"CUSTOMER: never using amazon again thanks for the shitty / useless / incompetent service @115821

AMAZON: @812843 I'm sorry for the poor experience. We'd like to try to help in any way we can. Without posting account details, will you please tell us more about what's going on? ^CO",Account / Access / Security
2786319,"CUSTOMER: @117093 I had 5 empty Amazon Fresh delivery boxes put out for the driver to take during my last order, but he just left them there.  What gives?  I don't have room to store these gigantic things all over my house.

AMAZON: @777909 I'm sorry for the frustration! We'd like to help out. You can schedule a tote pick up here: https://t.co/CoKnOBnEEv ^AC",Delivery Issue
2379652,"CUSTOMER: @AmazonHelp Your employee Mark C said we would have a replacement by today at 4pm. Now emailing us telling us to wait 10 days and if we haven't gotten it he will send a replacement. Not okay!

AMAZON: @288340 We'd like to look into this for you. Would you mind contacting us once more here: https://t.co/hApLpMlfHN? Please keep us posted on the outcome. ^RA

CUSTOMER: @AmazonHelp order shows it was delivered yesterday but we never received it? Can you assist ? Thanks

AMAZON: @288340 We'd love to help you out! Sometimes when packages are marked as delivered the driver has placed them in a safe spot. Have you tried these steps: https://t.co/veSRYWULWE? Please let us know if you locate your package! ^AR

CUSTOMER: @AmazonHelp We checked, not in our mailbox or anywhere else... I was home all day yesterday with the front door open and no one ever came up our stairs. Ontrac always drops things at our door

AMAZON: @288340 Truly sorry for the wait, we're still here for you! With Twitter, we have no access to account or order information. When you have a moment, please reach us via phone or chat here: https://t.co/hApLpMlfHN ^JE",Delivery Issue
1070103,"CUSTOMER: @116875 hola me pueden apoyar con una situación?

AMAZON: @372501 Hola, sin brindar información personal o de tu cuenta dinos, ¿qué ha sucedido?¿Cómo te podemos asistir? ^KS

CUSTOMER: @AmazonHelp Tengo un problema con un pedido les puedo mandar dm?

AMAZON: @372501 Claro, sin brindar información personal o de tu cuenta como un # de pedido dinos, ¿cómo te podemos asistir? ^KS https://t.co/1XyLaGkcaN",Other / Unclear
992342,"CUSTOMER: Name - date - time? @AmazonHelp https://t.co/Zf8WSdUUdZ

AMAZON: @355056 Hi, sorry to see that, were you waiting on a delivery: https://t.co/aaDyEz1VgE? ^JJ",Delivery Issue
1001070,"CUSTOMER: Hallo @116316, kurze Frage: die von mir als „Prime“ erworbene Lieferung „Next business day“ gibt es jetzt gar nicht mehr?

AMAZON: @356995 Wenn du auf eine Lieferung wartest, kannst du dich jederzeit bei uns über folgenden Link melden: https://t.co/ohyvGrpvrY ^TR",Delivery Issue
802993,"CUSTOMER: @AmazonHelp @122232 Ref number: 3415032203 Important one day delivery due yesterday, still nothing at 5pm today. Any ideas? Thanks.

AMAZON: @311347 Oh no! We don't have access to account information via Twitter, click here for more assistance: https://t.co/JzP7hlA23B. ^DA",Delivery Issue
38100,"CUSTOMER: @115850 https://t.co/rtbg4QomSM

AMAZON: @124275 I'm sorry about the situation. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG",Other / Unclear
2810709,"CUSTOMER: @115851 Hi Sir, I had ordered a TV for my parents from Amazon India and it was undelivered. Its been more than a month since have ordered. I am waiting for the refund (INR 38,560) but there is not positive response from Amazon. Kindly will look into this matter.

AMAZON: @783827 Apologies for the inconvenience. Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you shortly. ^BS",Delivery Issue
512340,"CUSTOMER: Ok - @115821 - locker pick up is cool

AMAZON: @237824 We're so glad you like it!! Thanks for letting us know 😁 ^DD",Other / Unclear
927475,"CUSTOMER: @AmazonHelp thanks for posting this early and free of charge! 😁 https://t.co/7XIpwKCtfh

AMAZON: @340065 That's fabulous! No problem! 😁 ^AB",Payment / Billing
1353585,"CUSTOMER: @AmazonHelp do you think it is fair to charge for product subscriptions whatever you feel like? 5x increase?! @119351 @14954 https://t.co/2cgWVFSsNy

AMAZON: @435669 I'd like to have a member from our support team review this with you; please contact us here: https://t.co/hApLpMlfHN ^WM",Payment / Billing
1194504,"CUSTOMER: @115850 Looks like a joke being played out. Shoes asked for replacement + new order created for size 10. Both the times size 9 delivered.

AMAZON: @400676 I'm sorry about this experience. Please report this to our team here: https://t.co/TdDksLFHDN and we'll look into this. ^MK

CUSTOMER: @AmazonHelp Spoke with Customer care twice and emailed them once earlier. Wonder when I will get the right size.

AMAZON: @400676 I'd like to take a closer look into this.  Please fill in this form: https://t.co/GIJyeY99fq and I'll revert shortly.  ^MK

CUSTOMER: @AmazonHelp Done.

AMAZON: @400676 Appreciate your understanding. We'll check and get back to you with an update shortly. ^MK

CUSTOMER: @AmazonHelp Also I've paid twice and expecting refund on both.

AMAZON: @400676 I'm afraid we haven't received your details. Please sign in to your account, and (1/2)^SF

AMAZON: @400676 send us the details using the link provided by 'MK' and I will look into the issue right away. (2/2)^SF

CUSTOMER: @115850 Did it already. But still he's the proof - https://t.co/zw0aoG77Yf

AMAZON: @400676 We have received your details. We are working on it and will get back to you with an update at the earliest. ^HR",Delivery Issue
